"Cocunut";"AGE";"YEARS_WITH_BANK";"MARTIAL_STATUS";"EDUCATION";"EMPLOYMENT";"GENDER";"CUST_INCOME";"CURRENT_ADDRESS_DATE";"CURRENT_JOB_DATE";"CURRENT_WITH_BANK_DATE";"CURRENT_BALANCE_EUR"
80697;70;9;"W";"HGH";"RET";"M";232,3566923;2007-04-05;9999-10-01;2007-11-23;987,9807692
80698;31;0;"M";"MAS";"STE";"M";857,9844615;2000-01-01;2010-06-01;2016-10-13;4615,384615
80699;35;10;"M";"HGH";"STE";"M";281,3697692;2012-01-01;2007-04-01;2007-06-11;3615,384615
80700;60;0;"M";"HGH";"PVE";"F";296,9230769;1978-08-20;2012-03-13;2016-10-14;475,3766923
80701;30;3;"M";"HGH";"PVE";"F";332,0461538;2010-01-01;2015-10-01;2014-06-02;2307,692308
80702;63;13;"D";"HGH";"RET";"F";269,4907692;2006-05-01;9999-10-01;2003-10-03;2213,076923
80703;49;1;"M";"HGH";"STE";"M";608,2615385;1968-05-25;1991-04-04;2015-10-01;4615,384615
80704;39;11;"M";"BCR";"PVE";"F";710,6984615;2010-04-28;2006-01-23;2006-01-23;6384,615385
80705;64;11;"M";"HGH";"RET";"F";192,5581538;1953-01-13;9999-10-01;2005-08-04;4860,865385
80706;36;0;"M";"HGH";"STE";"M";405,4946154;1981-05-15;2000-06-10;2016-10-10;1422,692308
80707;63;0;"M";"HGH";"RET";"M";219,2307692;1984-08-18;2001-12-29;2016-10-11;0
80708;32;0;"S";"BCR";"STE";"F";401,9386154;1985-02-23;2011-09-01;2016-09-08;2307,692308
80709;41;0;"M";"HGH";"STE";"F";212,3076923;1996-09-01;2016-02-16;2016-10-12;396,1538462
80710;36;0;"M";"HGH";"STE";"F";256,1846154;2002-05-01;2001-07-20;2016-10-14;2307,692308
80711;65;6;"M";"HGH";"RET";"F";154,8246154;1996-12-01;9999-10-01;2011-04-07;4141,615385
80712;33;1;"M";"HGH";"PVE";"F";174,2738462;1984-08-03;2015-09-07;2016-05-05;1057,151308
80713;57;11;"M";"BCR";"STE";"F";396,8923077;2001-04-17;2002-07-01;2005-07-15;2307,692308
80714;35;2;"M";"HGH";"PVE";"F";168,1538462;2015-07-15;2014-10-01;2014-11-10;1928,033538
80715;62;10;"M";"PRS";"RET";"F";217,1417692;2004-10-19;9999-10-01;2006-07-06;1549,153846
80716;47;6;"S";"HGH";"STE";"M";370,991;1970-08-04;2010-03-18;2010-09-22;9230,769231
80717;28;5;"M";"HGH";"STE";"M";329,0692308;2010-10-10;2014-09-01;2011-09-24;634,2759231
80718;28;1;"M";"HGH";"PVE";"M";196,6153846;1989-03-14;2010-02-08;2015-11-13;3020,506154
80719;46;11;"D";"HGH";"STE";"F";375,3153846;2007-01-17;1990-12-05;2005-11-02;4615,384615
80720;47;4;"M";"HGH";"PVE";"F";240;1995-05-10;2005-06-15;2012-10-02;5692,307692
80721;38;1;"M";"HGH";"PVE";"M";168,0684615;1979-08-25;2015-07-13;2015-10-13;2307,692308
80722;54;0;"M";"BCR";"STE";"M";372,2474615;2007-03-01;2008-09-01;2016-08-01;324,8461538
80723;55;10;"M";"BCR";"STE";"F";364,3579231;2013-04-01;1999-07-07;2007-05-15;276,6346154
80724;65;11;"W";"HGH";"RET";"F";215,9724615;1998-09-25;9999-10-01;2005-10-13;2466
80725;30;0;"M";"HGH";"PVE";"M";430,7692308;1987-08-27;2010-06-01;2016-10-11;194,0995385
80726;64;2;"S";"HGH";"RET";"F";205,7708462;1953-01-18;9999-10-01;2014-08-08;2307,692308
80727;47;11;"M";"HGH";"STE";"F";270,4440769;1989-09-23;1989-07-15;2005-09-07;5872,028
80728;53;3;"M";"HGH";"PVE";"M";615,3860769;2009-10-01;2014-10-02;2013-12-03;4615,384615
80729;70;1;"M";"HGH";"RET";"M";993,3538462;1947-08-30;9999-10-01;2016-06-01;4900,384615
80730;65;13;"W";"HGH";"RET";"M";230,9784615;2004-10-04;9999-10-01;2004-03-02;2371,153846
80731;46;4;"M";"HGH";"PVE";"M";167,9486923;2011-07-08;2009-01-01;2012-12-26;2307,692308
80732;55;3;"D";"HGH";"PVE";"F";187,4064615;1962-07-21;2011-06-01;2014-02-14;360,732
80733;30;4;"M";"HGH";"PVE";"M";293,9538462;1987-09-24;2013-07-01;2012-12-05;2307,692308
80734;31;3;"M";"HGH";"PVE";"M";384,6153846;2009-01-01;2016-05-17;2013-09-07;9230,769231
80735;40;2;"M";"HGH";"PVE";"M";610,9333077;2011-01-01;2011-01-17;2015-03-31;4615,384615
80736;52;0;"M";"HGH";"STE";"M";249,1678462;1965-03-23;1988-01-13;2016-10-14;2307,692308
80737;63;13;"M";"PHD";"STE";"M";883,7076923;1993-03-05;1979-07-12;2003-09-12;7692,307692
80738;28;4;"S";"BCR";"PVE";"M";897,2040769;1989-06-29;2013-08-09;2012-12-21;2307,692308
80739;51;11;"M";"HGH";"STE";"M";384,7384615;1966-06-02;1985-10-03;2005-09-05;661,6933077
80740;54;12;"D";"HGH";"STE";"F";250,7416923;1975-01-05;1988-10-15;2005-02-03;2411,589615
80741;46;2;"M";"HGH";"PVE";"M";293,7957692;1971-01-05;2013-06-01;2014-10-02;1923,076923
80742;33;10;"M";"HGH";"STE";"M";297,5708462;1984-04-07;2006-09-11;2007-04-04;2210,296538
80743;26;1;"S";"HGH";"PVE";"M";207,4621538;2013-01-01;2016-03-16;2015-12-14;2307,692308
80744;29;9;"M";"HGH";"PVE";"F";276,9230769;1988-02-03;2015-05-15;2007-08-01;2307,692308
80745;45;0;"M";"HGH";"OTH";"F";268,454;1972-03-13;9999-10-01;2016-10-10;4615,384615
80746;48;11;"M";"HGH";"STE";"F";185,5538462;1999-04-16;1999-07-22;2006-01-19;3680,972769
80747;41;1;"M";"HGH";"PVE";"M";247,0615385;1976-04-09;2015-12-01;2015-08-03;4615,384615
80748;51;0;"M";"HGH";"STE";"F";271,6461538;2001-01-01;1992-06-01;2016-10-11;4615,384615
80749;72;15;"W";"BCR";"RET";"F";242,6676923;1975-08-15;9999-10-01;2002-06-17;2055
80750;46;10;"S";"BCR";"STE";"M";514,9615385;1982-01-01;2000-08-07;2006-11-25;8238,367692
80751;59;3;"D";"HGH";"STE";"F";405,8662308;1990-08-01;1978-01-13;2013-11-22;3943,899385
80752;50;8;"M";"HGH";"PVE";"F";245,0835385;2011-10-30;2009-08-01;2008-09-22;400,8133846
80753;71;7;"M";"HGH";"RET";"M";424,8854615;1946-11-06;9999-10-01;2010-03-02;4821,346154
80754;24;2;"S";"HGH";"PVE";"M";422,1923077;1993-03-19;2015-06-01;2015-05-04;2307,692308
80755;59;0;"M";"BCR";"STE";"M";396,0974615;1989-12-31;1984-06-04;2016-10-13;7692,307692
80756;69;11;"M";"HGH";"RET";"F";191,7378462;1972-05-23;9999-10-01;2005-08-24;2371,153846
80757;52;7;"M";"HGH";"STE";"M";747,1692308;1968-01-01;1986-01-20;2009-09-10;2307,692308
80758;41;1;"M";"HGH";"PVE";"F";223,5923077;1995-01-01;2016-06-26;2015-11-24;1557,057692
80759;34;7;"M";"HGH";"PVE";"M";261,8384615;1983-06-28;2008-01-01;2009-10-20;7692,307692
80760;62;11;"M";"HGH";"PVE";"M";302,1835385;1984-02-20;1978-10-30;2006-01-25;2307,692308
80761;64;13;"M";"BCR";"OTH";"F";346,5387692;2007-05-27;9999-10-01;2004-02-12;5371,540769
80762;38;3;"S";"BCR";"PVE";"F";461,5384615;2014-01-01;2014-05-10;2014-04-07;1310,564231
80763;41;10;"M";"HGH";"STE";"M";280,1400769;1976-04-23;2001-09-10;2006-12-08;2915,452846
80764;35;0;"M";"HGH";"PVE";"F";269,2307692;2016-01-01;2016-03-11;2016-10-06;4615,384615
80765;64;14;"M";"HGH";"RET";"F";219,1838462;1975-01-01;9999-10-01;2002-10-26;2307,692308
80766;37;9;"M";"BCR";"PVE";"F";328,0923077;2000-10-24;2012-03-03;2007-10-24;3883,507923
80767;30;7;"M";"HGH";"STE";"F";669,9692308;2007-11-01;2006-11-01;2009-08-14;2307,692308
80768;32;10;"M";"HGH";"PVE";"M";237,6076923;1985-02-20;2006-10-15;2007-05-05;2307,692308
80769;41;9;"M";"HGH";"PVE";"M";603,9199231;1984-01-01;2013-04-08;2007-08-14;1016,491615
80770;58;13;"D";"HGH";"RET";"F";149,5907692;2004-09-01;9999-10-01;2004-02-02;1644,787
80771;38;4;"M";"HGH";"STE";"F";338,4615385;2007-10-03;2006-07-05;2013-03-21;449,08
80772;56;12;"M";"BCR";"PVE";"F";1049,138462;1999-09-01;2002-12-01;2004-09-23;1614,737231
80773;57;12;"W";"BCR";"RET";"F";190,716;1978-12-15;9999-10-01;2004-07-23;4057,689231
80774;65;4;"W";"HGH";"RET";"F";170,3307692;1970-01-01;1998-04-18;2013-01-29;4023,057692
80775;29;2;"S";"BCR";"PVE";"F";192,3076923;2001-12-08;2015-04-01;2014-10-13;4469,752615
80776;68;13;"M";"BCR";"RET";"M";758,0779231;2006-01-01;9999-10-01;2003-07-15;5358,807692
80777;43;9;"M";"HGH";"PVE";"M";413,7615385;1974-03-18;2014-08-14;2008-03-26;2307,692308
80778;32;3;"S";"BCR";"PVE";"M";599,63;2010-06-05;2016-04-05;2013-10-29;794,0968462
80779;58;12;"M";"HGH";"PVE";"M";407,1153846;1991-06-15;2003-12-01;2005-04-04;2307,692308
80780;44;7;"M";"HGH";"STE";"M";480,0060769;2012-01-01;9999-10-01;2009-08-14;0
80781;44;8;"M";"HGH";"PVE";"F";277,5076923;1973-04-10;2015-09-14;2008-11-05;2307,692308
80782;57;1;"M";"HGH";"RET";"M";289,5578462;1960-07-31;9999-10-01;2016-03-24;2390,439769
80783;62;3;"W";"HGH";"RET";"F";196,3602308;1979-07-01;9999-10-01;2013-08-06;2845,384615
80784;24;2;"M";"PRS";"PVE";"M";269,6896923;1993-12-12;2014-04-01;2014-09-01;4844,921692
80785;65;13;"M";"HGH";"RET";"M";391,4194615;2003-09-01;9999-10-01;2004-01-12;2371,153846
80786;51;2;"W";"HGH";"RET";"F";249,9394615;1992-01-01;9999-10-01;2014-08-20;1791,708846
80787;45;11;"M";"BCR";"STE";"F";428,4314615;1978-01-01;1998-01-05;2006-04-07;3807,692308
80788;65;2;"M";"HGH";"RET";"F";157,5923077;1952-11-09;9999-10-01;2015-01-14;3161,538462
80789;34;9;"S";"BCR";"PVE";"M";715,3846154;1988-06-15;2002-09-01;2007-08-09;474,8160769
80790;35;11;"M";"HGH";"PVE";"M";521,7441538;2011-05-14;2009-05-16;2006-01-24;7692,307692
80791;67;14;"W";"BCR";"RET";"F";253,2692308;1991-08-01;9999-10-01;2003-05-13;2845,384615
80792;55;12;"M";"BCR";"STE";"F";346,8661538;1992-10-10;1996-01-24;2005-04-02;3067,477308
80793;63;15;"M";"HGH";"RET";"F";224,7287692;2001-12-04;1985-03-18;2002-02-22;440,5384615
80794;61;15;"M";"BCR";"SFE";"M";200;1985-08-01;1995-02-27;2001-10-01;2307,692308
80795;67;11;"W";"BCR";"RET";"F";330,0076923;2011-03-15;9999-10-01;2005-12-28;1185,576923
80796;37;1;"M";"HGH";"PVE";"M";215,4692308;1980-07-27;2015-11-23;2015-12-05;2307,692308
80797;29;4;"M";"HGH";"PVE";"F";219,7868462;1988-01-10;2011-06-01;2013-04-01;4820,321462
80798;47;10;"M";"BCR";"STE";"F";367,1361538;1995-07-27;1998-01-19;2006-10-02;291,0307692
80799;64;11;"M";"HGH";"RET";"F";251,5598462;2013-10-01;9999-10-01;2006-06-08;5343
80800;29;3;"M";"HGH";"PVE";"F";255,3615385;2008-04-01;2016-10-01;2014-03-07;2307,692308
80801;38;4;"M";"PRS";"STE";"F";182,4248462;2008-02-28;2009-07-01;2012-07-09;4557,394846
80802;64;11;"M";"HGH";"RET";"M";201,1072308;1983-10-01;9999-10-01;2005-10-13;2307,692308
80803;47;4;"S";"HGH";"PVE";"M";192,3076923;1970-03-08;2014-05-10;2012-09-12;2766,346154
80804;36;9;"M";"BCR";"PVE";"M";394,3538462;1981-07-11;2012-07-07;2008-05-31;4615,384615
80805;66;4;"W";"HGH";"RET";"F";197,5206923;1979-12-01;9999-10-01;2012-10-12;474,2307692
80806;65;13;"M";"HGH";"RET";"F";237,8707692;1987-05-01;9999-10-01;2004-04-05;1580,769231
80807;50;5;"W";"HGH";"RET";"F";420,6294615;2000-01-01;9999-10-01;2011-09-09;4615,384615
80808;35;12;"S";"HGH";"PVE";"F";514,0623846;1982-05-12;2005-05-16;2005-05-25;3000
80809;34;11;"D";"HGH";"PVE";"F";610,5793077;1983-03-21;2010-01-01;2005-09-26;9477,346769
80810;64;9;"M";"HGH";"RET";"M";328,0912308;1953-11-18;9999-10-01;2007-09-28;476,0032308
80811;62;10;"M";"BCR";"STE";"F";509,8142308;1986-10-01;1982-08-16;2007-03-29;2307,692308
80812;51;10;"M";"BCR";"STE";"M";853,8204615;1966-08-02;1997-09-01;2006-09-27;400,8133846
80813;45;0;"M";"HGH";"PVE";"M";351,0047692;1972-05-02;2015-11-20;2016-10-07;2307,692308
80814;53;12;"M";"BCR";"PVE";"M";1156,628077;2006-01-01;2010-01-01;2004-08-02;2307,692308
80815;38;1;"S";"PRS";"PVE";"M";215,3846154;1979-12-15;2016-03-30;2016-04-04;2307,692308
80816;46;0;"M";"HGH";"PVE";"F";174,7615385;2001-01-01;2016-01-06;2016-10-07;4615,384615
80817;67;4;"M";"HGH";"RET";"F";192,2807692;2010-01-01;9999-10-01;2013-05-31;4584,230769
80818;46;10;"M";"SEC";"PVE";"F";318,8239231;1992-01-01;2001-06-01;2007-02-09;1219,789923
80819;59;0;"M";"HGH";"STE";"M";238,6952308;1998-03-08;2004-12-01;2016-10-14;2307,692308
80820;54;4;"M";"HGH";"RET";"M";170,7134615;1997-06-01;9999-10-01;2012-09-04;5031,534692
80821;49;11;"M";"HGH";"PVE";"F";601,2615385;2004-04-02;2000-09-04;2006-01-06;9230,769231
80822;37;12;"S";"HGH";"STE";"M";409,8926154;1980-09-24;2000-07-22;2004-11-17;2307,692308
80823;60;11;"M";"HGH";"PVE";"M";202,1515385;2008-09-01;2012-11-01;2005-07-08;3505,688385
80824;46;4;"M";"HGH";"PVE";"M";358,9738462;1996-01-01;2012-08-27;2012-10-04;4615,384615
80825;36;1;"S";"HGH";"PVE";"F";262,9918462;1986-01-01;2011-01-01;2015-09-07;236,4246154
80826;42;10;"M";"HGH";"STE";"F";272,1272308;2000-01-01;1998-11-18;2006-11-28;4270,523231
80827;26;4;"S";"HGH";"PVE";"M";307,6923077;1991-06-07;2013-11-01;2013-04-26;3996,568692
80828;58;4;"M";"HGH";"RET";"M";218,4176923;1959-10-29;9999-10-01;2012-10-07;2487,238846
80829;60;12;"D";"BCR";"STE";"F";334,5076923;2008-01-01;1977-01-01;2004-09-16;2062,052846
80830;59;1;"D";"HGH";"RET";"M";162,6813846;2002-10-01;9999-10-01;2016-04-09;4615,384615
80831;41;12;"S";"HGH";"PVE";"F";487,4788462;1999-09-06;2005-03-01;2005-03-17;7153,846154
80832;63;11;"M";"SEC";"RET";"M";191,4753846;1954-02-14;9999-10-01;2005-10-03;4544,711538
80833;69;6;"W";"HGH";"RET";"F";152,5849231;2005-09-19;9999-10-01;2011-01-04;2924,423077
80834;25;3;"S";"BCR";"PVE";"F";200,0615385;1992-11-25;2013-10-23;2014-06-18;2307,692308
80835;39;12;"M";"BCR";"PVE";"F";596,4689231;2009-08-01;2005-04-04;2005-04-19;3846,153846
80836;23;0;"S";"HGH";"STE";"M";279,7196923;1994-12-30;2016-02-01;2016-10-05;952,0064615
80837;40;0;"S";"HGH";"STE";"M";563,5904615;2000-01-01;2016-01-01;2016-10-11;4615,384615
80838;34;2;"S";"BCR";"PVE";"M";269,2307692;1983-06-13;2008-01-03;2014-09-16;7615,384615
80839;60;12;"W";"BCR";"RET";"F";230,1;2007-01-01;9999-10-01;2004-12-28;399,6568462
80840;70;4;"W";"HGH";"RET";"F";293,8494615;2003-06-25;9999-10-01;2012-09-17;1580,769231
80841;51;11;"M";"BCR";"RET";"M";203,6498462;2009-05-27;9999-10-01;2005-12-21;302,5996923
80842;27;0;"M";"HGH";"PVE";"M";317,7921538;2014-05-27;2014-09-29;2016-10-07;7692,307692
80843;46;13;"M";"BCR";"STE";"M";529,4176154;1980-06-01;2004-03-16;2004-01-14;1507,243462
80844;47;12;"M";"HGH";"PVE";"M";970,3769231;1988-01-01;2014-02-01;2005-03-18;2307,692308
80845;56;5;"W";"HGH";"RET";"F";204,628;2014-09-09;9999-10-01;2012-01-30;237,1153846
80846;46;4;"M";"HGH";"PVE";"F";172,925;1990-09-30;2010-05-01;2012-12-01;4923,076923
80847;60;2;"M";"HGH";"RET";"F";155,9978462;1990-01-01;9999-10-01;2015-06-09;2307,692308
80848;71;12;"M";"BCR";"RET";"M";199,3463077;2008-01-01;9999-10-01;2005-03-10;1738,846154
80849;40;3;"M";"HGH";"PVE";"F";330,7692308;1977-12-11;2012-11-07;2013-08-14;309,1901538
80850;56;11;"S";"HGH";"STE";"M";285,7203846;1968-07-14;1984-09-30;2005-07-15;2307,692308
80851;56;10;"M";"HGH";"PVE";"F";187,8609231;2012-05-08;2016-03-01;2006-09-06;2307,692308
80852;39;12;"M";"BCR";"PVE";"M";1354,471;2016-02-20;2010-05-10;2004-11-02;9684,464154
80853;38;1;"M";"HGH";"PVE";"M";191,1615385;2012-03-01;2014-11-10;2015-08-27;681,5699231
80854;61;9;"M";"HGH";"RET";"M";1296,809923;2001-12-01;9999-10-01;2008-03-14;10387,68454
80855;36;0;"M";"HGH";"PVE";"F";203,4099231;1981-11-01;2008-09-08;2016-10-14;2109,061538
80856;55;3;"M";"HGH";"SFE";"F";720,4801538;1989-01-01;2011-12-12;2014-04-15;6411,149
80857;36;2;"S";"BCR";"STE";"F";364,5230769;1981-11-24;2015-03-01;2015-03-02;440,8946923
80858;44;2;"M";"HGH";"STE";"M";223,0461538;1990-05-01;2010-06-01;2015-06-12;3067,477308
80859;38;0;"M";"HGH";"PVE";"M";330,7692308;1979-01-03;2007-04-01;2016-10-15;340,6843846
80860;51;0;"M";"HGH";"STE";"F";360,0830769;2012-01-01;1987-05-25;2016-10-14;7692,307692
80861;32;0;"S";"BCR";"PVE";"M";561,2474615;2016-01-01;2011-07-01;2016-10-10;4615,384615
80862;65;10;"M";"HGH";"RET";"M";155,8482308;1996-01-01;9999-10-01;2006-09-27;790,3846154
80863;55;5;"M";"HGH";"STE";"M";349,7461538;1993-06-01;1985-01-04;2011-11-11;468,4915385
80864;69;9;"M";"BCR";"RET";"M";398,7874615;1976-01-01;9999-10-01;2007-11-02;1343,653846
80865;39;11;"M";"BCR";"PVE";"F";428,8110769;1997-10-03;2006-07-24;2005-10-17;5384,615385
80866;41;11;"M";"BCR";"STE";"F";370,0572308;2004-01-01;2004-11-17;2005-11-02;2301,000462
80867;50;6;"M";"HGH";"SFE";"F";1,153846154;1967-01-11;2009-01-28;2010-08-20;4642,26
80868;51;11;"M";"BCR";"STE";"M";329,3307692;2007-07-01;1991-09-01;2005-07-08;7692,307692
80869;41;6;"M";"HGH";"STE";"F";198,4941538;1993-01-01;2004-04-01;2010-11-08;4557,394846
80870;45;11;"M";"BCR";"STE";"M";383,6538462;1972-07-15;2010-10-15;2006-06-06;4615,384615
80871;70;11;"M";"HGH";"RET";"M";224,4985385;2012-07-09;9999-10-01;2005-12-23;790,3846154
80872;21;0;"S";"HGH";"STE";"F";223,3377692;1996-06-12;9999-10-01;2016-10-13;2307,692308
80873;49;11;"M";"BCR";"STE";"M";432,0153846;1968-10-21;1991-09-01;2005-08-15;6435,485154
80874;26;5;"S";"HGH";"RET";"M";288,6812308;2009-01-01;9999-10-01;2012-01-19;692,3076923
80875;37;8;"M";"BCR";"PVE";"M";767,5418462;1980-07-17;2008-12-04;2008-09-29;925,1605385
80876;57;8;"M";"HGH";"RET";"M";325,1969231;1970-01-01;9999-10-01;2008-08-13;796,315
80877;40;5;"M";"HGH";"STE";"F";238,8692308;1995-01-01;2007-09-01;2011-07-20;2618,502692
80878;56;2;"M";"HGH";"STE";"M";309,4846154;1988-01-01;1982-06-28;2015-06-10;1219,789923
80879;41;6;"M";"BCR";"PVE";"M";715,6786154;2011-02-01;2010-10-01;2010-09-15;7692,307692
80880;25;0;"S";"HGH";"PVE";"M";162,6384615;1992-11-17;2013-09-01;2016-10-14;1840,486385
80881;45;5;"D";"BCR";"PVE";"F";487,5769231;2015-05-01;2016-01-01;2011-09-03;2307,692308
80882;45;15;"S";"BCR";"PVE";"F";284,8153846;1980-01-01;2003-05-01;2002-06-08;1626,386615
80883;47;0;"W";"HGH";"STE";"F";377,6030769;1970-11-20;2011-06-06;2016-10-13;4615,384615
80884;25;1;"S";"HGH";"PVE";"M";253,8461538;1992-09-22;2011-10-19;2015-11-12;1392,474462
80885;43;2;"M";"BCR";"STE";"F";376,6751538;2011-09-11;2005-11-01;2014-10-10;2307,692308
80886;54;0;"M";"HGH";"PVE";"F";338,4458462;1983-10-09;2016-07-01;2016-10-10;796,315
80887;45;12;"M";"HGH";"PVE";"M";862,8461538;2005-01-01;9999-10-01;2004-11-19;13599,78008
80888;69;12;"D";"BCR";"RET";"F";211,4715385;2008-02-13;9999-10-01;2004-07-23;1304,134615
80889;29;0;"M";"HGH";"PVE";"F";186,3384615;2007-05-03;2015-08-09;2016-10-10;446,4653846
80890;34;9;"M";"HGH";"PVE";"M";183,3076923;1983-06-25;2016-02-12;2008-05-28;3846,153846
80891;34;9;"S";"PRS";"PVE";"M";613,0543846;1994-01-01;2010-01-01;2008-02-28;278,5881538
80892;65;11;"M";"HGH";"RET";"M";216,8493077;2013-01-01;9999-10-01;2006-06-02;3477,692308
80893;72;11;"M";"HGH";"RET";"F";242,6953846;1950-01-01;9999-10-01;2005-07-18;2924,423077
80894;69;9;"M";"HGH";"RET";"M";138,6440769;2005-01-01;9999-10-01;2008-01-28;632,3076923
80895;65;13;"D";"BCR";"RET";"F";180,0205385;1987-06-01;9999-10-01;2003-07-28;3722,711538
80896;39;6;"D";"BCR";"STE";"F";369,4177692;1978-05-23;2010-11-16;2010-11-17;1423,507769
80897;69;3;"D";"HGH";"RET";"M";176,5713846;1987-06-01;9999-10-01;2013-12-27;395,1923077
80898;51;9;"M";"HGH";"PVE";"M";298,8009231;1995-03-10;1997-09-05;2007-10-23;813,1933077
80899;63;13;"M";"HGH";"STE";"M";260,1364615;2005-04-12;1997-01-14;2004-04-23;1117,623846
80900;48;10;"M";"HGH";"STE";"F";271,8846154;1990-01-01;1995-11-01;2007-03-22;1925,922231
80901;44;3;"M";"HGH";"PVE";"F";629,8230769;1992-05-28;2010-01-01;2013-08-06;5058,328154
80902;60;12;"M";"HGH";"RET";"M";254,0651538;1957-04-12;9999-10-01;2005-04-11;4584,230769
80903;39;11;"M";"BCR";"STE";"F";320,6923077;2008-09-01;2013-11-18;2006-01-04;6432,938154
80904;35;3;"M";"BCR";"PVE";"F";195,1769231;2005-02-02;2011-11-01;2013-08-19;968,8423077
80905;30;1;"M";"HGH";"PVE";"M";187,4202308;1987-12-26;2016-02-01;2016-03-29;2307,692308
80906;33;0;"M";"HGH";"PVE";"M";293,8461538;1984-10-23;2015-09-01;2016-10-12;475,3846154
80907;37;10;"M";"PRS";"PVE";"M";496,5256154;2013-06-30;2004-07-01;2006-07-15;2307,692308
80908;69;9;"M";"HGH";"RET";"M";208,7637692;1948-06-15;9999-10-01;2008-06-16;4584,230769
80909;28;8;"M";"BCR";"PVE";"M";170,3353846;1989-11-18;2016-04-01;2009-02-26;515,9916154
80910;34;3;"M";"HGH";"PVE";"F";455,7717692;2001-07-15;2014-02-15;2014-02-18;5363,140308
80911;65;4;"M";"HGH";"RET";"F";201,3692308;1980-04-30;9999-10-01;2012-10-11;2608,269231
80912;48;10;"M";"BCR";"PVE";"M";1496,753846;1980-12-31;2009-05-01;2007-04-20;795,966
80913;39;2;"M";"BCR";"STE";"F";400;1996-10-10;9999-10-01;2015-06-09;460,5050769
80914;42;11;"D";"HGH";"STE";"F";268,0175385;2002-06-15;1995-09-25;2006-03-01;2036,397923
80915;36;13;"S";"HGH";"STE";"M";227,8923077;1981-01-06;2008-12-05;2004-04-08;2307,692308
80916;50;10;"M";"BCR";"STE";"M";200,9461538;1990-01-01;1990-03-01;2007-02-24;2307,692308
80917;41;12;"D";"HGH";"OTH";"F";183,3307692;2004-04-01;9999-10-01;2005-06-20;6644,792308
80918;52;12;"M";"HGH";"SFE";"F";189,0199231;1999-03-01;2001-10-10;2005-02-14;4544,611923
80919;47;1;"M";"HGH";"STE";"M";255,4854615;2010-01-01;2003-12-11;2015-12-05;1538,461538
80920;60;0;"M";"HGH";"STE";"F";383,0769231;1994-01-01;2003-01-01;2016-09-28;356,3007692
80921;62;11;"D";"BCR";"RET";"F";207,8203846;1999-10-15;9999-10-01;2005-07-06;2307,692308
80922;54;2;"W";"HGH";"RET";"F";189,2672308;1986-09-01;2000-08-05;2015-05-19;2307,692308
80923;69;11;"W";"HGH";"RET";"F";357,2538462;1974-03-18;9999-10-01;2005-09-29;3951,923077
80924;61;12;"M";"HGH";"RET";"F";212,3792308;1977-01-01;9999-10-01;2005-05-12;2307,692308
80925;67;10;"M";"HGH";"RET";"F";253,0155385;1987-03-03;2006-02-01;2006-07-10;1185,576923
80926;44;12;"S";"BCR";"STE";"F";441,0298462;2006-09-01;1998-09-15;2004-11-12;2307,692308
80927;36;9;"S";"BCR";"PVE";"M";706,7692308;1981-08-22;2015-01-01;2007-09-27;7692,307692
80928;65;0;"M";"BCR";"RET";"M";269,2307692;1952-12-04;2001-10-30;2016-08-12;120,6153846
80929;42;11;"M";"HGH";"STE";"F";204,179;1992-10-01;2004-02-25;2005-11-04;320,6506923
80930;56;2;"M";"PRS";"PVE";"M";184,6615385;1961-03-18;2010-09-01;2014-12-15;2464,960154
80931;48;13;"S";"BCR";"PVE";"M";472,6686923;1969-03-08;1996-06-10;2004-05-21;217,5676923
80932;41;11;"S";"HGH";"STE";"M";407,8891538;1980-03-15;1999-08-01;2006-04-14;2307,692308
80933;26;6;"M";"HGH";"PVE";"M";301,9338462;1999-08-01;2015-12-22;2011-02-01;528,5756154
80934;61;13;"M";"BCR";"SFE";"F";217,96;1980-01-01;2004-07-07;2003-10-10;5721,341846
80935;35;9;"M";"HGH";"PVE";"M";260,2703077;2014-06-01;2007-11-13;2007-12-03;2826,021538
80936;69;12;"D";"HGH";"RET";"F";230,9889231;1982-01-01;9999-10-01;2004-09-28;3161,538462
80937;41;4;"D";"HGH";"PVE";"F";273,5874615;2013-01-01;2013-05-20;2013-05-18;4615,384615
80938;52;11;"M";"HGH";"PVE";"F";209,8230769;1997-02-11;2013-12-01;2005-12-27;2307,692308
80939;66;14;"W";"HGH";"RET";"F";186,8076923;2002-09-01;9999-10-01;2002-07-31;2213,076923
80940;56;12;"D";"BCR";"STE";"F";802,2307692;2006-08-15;1990-12-27;2004-09-07;2307,692308
80941;52;11;"M";"HGH";"PVE";"M";190,4923077;1965-02-22;2011-06-01;2005-08-23;4615,384615
80942;66;4;"D";"HGH";"RET";"F";174,06;2014-01-01;9999-10-01;2013-02-14;3596,25
80943;45;14;"S";"HGH";"PVE";"F";261,5384615;1974-01-01;2010-08-01;2002-10-30;4615,384615
80944;67;3;"M";"HGH";"RET";"M";203,0789231;1950-06-15;1999-07-10;2014-04-22;1027,5
80945;48;11;"M";"HGH";"STE";"M";195,2769231;1969-04-05;1997-06-18;2005-07-29;4615,384615
80946;47;4;"M";"BCR";"STE";"F";339,4230769;1997-02-01;1997-04-15;2012-12-25;407,5384615
80947;44;11;"M";"PHD";"STE";"F";813,6769231;2012-08-15;1998-02-01;2005-12-10;2307,692308
